human.gene.stable.ID	human.gene.name	pig.gene.stable.ID	pig.gene.name	Last common ancestor with Pig
ENSG00000204130	RUFY2	ENSSSCG00000010239	RUFY2	Boreoeutheria
ENSG00000018189	RUFY3	ENSSSCG00000025514	RUFY3	Eutheria
ENSG00000188282	RUFY4	ENSSSCG00000016182	RUFY4	Eutheria
ENSG00000198863	RUNDC1	ENSSSCG00000035057	RUNDC1	Boreoeutheria
ENSG00000108309	RUNDC3A	ENSSSCG00000017359	RUNDC3A	Eutheria
ENSG00000105784	RUNDC3B	ENSSSCG00000024485	RUNDC3B	Eutheria
ENSG00000159216	RUNX1	ENSSSCG00000035537	RUNX1	Eutheria
ENSG00000079102	RUNX1T1	ENSSSCG00000006115	RUNX1T1	Eutheria
ENSG00000124813	RUNX2	ENSSSCG00000001710	RUNX2	Amniota
ENSG00000020633	RUNX3	ENSSSCG00000032686	RUNX3	Eutheria
ENSG00000160753	RUSC1	ENSSSCG00000006511	RUSC1	Boreoeutheria
ENSG00000198853	RUSC2	ENSSSCG00000005308	RUSC2	Boreoeutheria
ENSG00000140688	RUSF1	ENSSSCG00000007753	RUSF1	Boreoeutheria
ENSG00000175792	RUVBL1	ENSSSCG00000011620	RUVBL1	Eutheria
ENSG00000183207	RUVBL2	ENSSSCG00000003152	RUVBL2	Amniota
ENSG00000111832	RWDD1	ENSSSCG00000009911	ENSSSCG00000009911	Eutheria
ENSG00000013392	RWDD2A	ENSSSCG00000029129	RWDD2A	Boreoeutheria
ENSG00000156253	RWDD2B	ENSSSCG00000057067	RWDD2B	Boreoeutheria
ENSG00000122481	RWDD3	ENSSSCG00000036509	RWDD3	Boreoeutheria
ENSG00000182552	RWDD4	ENSSSCG00000015776	RWDD4	Eutheria
ENSG00000171509	RXFP1	ENSSSCG00000008875	RXFP1	Boreoeutheria
ENSG00000133105	RXFP2	ENSSSCG00000009336	RXFP2	Eutheria
ENSG00000182631	RXFP3	ENSSSCG00000032797	RXFP3	Boreoeutheria
ENSG00000173080	RXFP4	ENSSSCG00000006503	RXFP4	Boreoeutheria
ENSG00000186350	RXRA	ENSSSCG00000038220	RXRA	Amniota
ENSG00000204231	RXRB	ENSSSCG00000001474	RXRB	Boreoeutheria
ENSG00000143171	RXRG	ENSSSCG00000006328	RXRG	Boreoeutheria
ENSG00000118600	RXYLT1	ENSSSCG00000000462	RXYLT1	Boreoeutheria
ENSG00000163602	RYBP	ENSSSCG00000025053	RYBP	Boreoeutheria
ENSG00000163785	RYK	ENSSSCG00000011642	RYK	Boreoeutheria
ENSG00000196218	RYR1	ENSSSCG00000058790	RYR1	Boreoeutheria
ENSG00000198626	RYR2	ENSSSCG00000010142	RYR2	Euteleostomi
ENSG00000198838	RYR3	ENSSSCG00000033958	RYR3	Boreoeutheria
ENSG00000160678	S100A1	ENSSSCG00000031053	S100A1	Boreoeutheria
ENSG00000197747	S100A10	ENSSSCG00000006612	S100A10	Boreoeutheria
ENSG00000163191	S100A11	ENSSSCG00000006610	S100A11	Eutheria
ENSG00000163221	S100A12	ENSSSCG00000032857	S100A12	Boreoeutheria
ENSG00000189171	S100A13	ENSSSCG00000038991	ENSSSCG00000038991	Boreoeutheria
ENSG00000189334	S100A14	ENSSSCG00000006582	S100A14	Boreoeutheria
ENSG00000196754	S100A2	ENSSSCG00000053832	S100A2	Boreoeutheria
ENSG00000188015	S100A3	ENSSSCG00000006579	S100A3	Eutheria
ENSG00000196154	S100A4	ENSSSCG00000006578	S100A4	Boreoeutheria
ENSG00000196420	S100A5	ENSSSCG00000006577	S100A5	Eutheria
ENSG00000197956	S100A6	ENSSSCG00000021084	S100A6	Boreoeutheria
ENSG00000143546	S100A8	ENSSSCG00000006590	S100A8	Eutheria
ENSG00000163220	S100A9	ENSSSCG00000006588	ENSSSCG00000006588	Eutheria
ENSG00000169906	S100G	ENSSSCG00000012147	S100G	Boreoeutheria
ENSG00000116497	S100PBP	ENSSSCG00000022801	S100PBP	Boreoeutheria
ENSG00000171643	S100Z	ENSSSCG00000014092	S100Z	Boreoeutheria
ENSG00000170989	S1PR1	ENSSSCG00000029849	S1PR1	Boreoeutheria
ENSG00000267534	S1PR2	ENSSSCG00000013658	S1PR2	Boreoeutheria
ENSG00000213694	S1PR3	ENSSSCG00000009580	S1PR3	Boreoeutheria
ENSG00000125910	S1PR4	ENSSSCG00000013474	S1PR4	Boreoeutheria
ENSG00000180739	S1PR5	ENSSSCG00000028460	S1PR5	Boreoeutheria
ENSG00000148965	SAA4	ENSSSCG00000046269	ENSSSCG00000046269	Boreoeutheria
ENSG00000166788	SAAL1	ENSSSCG00000035393	SAAL1	Boreoeutheria
ENSG00000168061	SAC3D1	ENSSSCG00000013011	SAC3D1	Boreoeutheria
ENSG00000211456	SACM1L	ENSSSCG00000027176	SACM1L	Boreoeutheria
ENSG00000151835	SACS	ENSSSCG00000035493	SACS	Eutheria
ENSG00000142230	SAE1	ENSSSCG00000003111	SAE1	Eutheria
ENSG00000160633	SAFB	ENSSSCG00000013522	SAFB	Boreoeutheria
ENSG00000130254	SAFB2	ENSSSCG00000013523	SAFB2	Boreoeutheria
ENSG00000130561	SAG	ENSSSCG00000016301	SAG	Boreoeutheria
ENSG00000286075	SAGSIN1	ENSSSCG00000047832	ENSSSCG00000047832	Boreoeutheria
ENSG00000103449	SALL1	ENSSSCG00000002836	SALL1	Boreoeutheria
ENSG00000165821	SALL2	ENSSSCG00000022705	SALL2	Boreoeutheria
ENSG00000256463	SALL3	ENSSSCG00000004858	SALL3	Boreoeutheria
ENSG00000101115	SALL4	ENSSSCG00000053517	SALL4	Boreoeutheria
ENSG00000130590	SAMD10	ENSSSCG00000034186	SAMD10	Boreoeutheria
ENSG00000187634	SAMD11	ENSSSCG00000033509	SAMD11	Boreoeutheria
ENSG00000177570	SAMD12	ENSSSCG00000036553	SAMD12	Boreoeutheria
ENSG00000203943	SAMD13	ENSSSCG00000026005	SAMD13	Boreoeutheria
ENSG00000167100	SAMD14	ENSSSCG00000017585	SAMD14	Boreoeutheria
ENSG00000164483	SAMD3	ENSSSCG00000004202	SAMD3	Boreoeutheria
ENSG00000020577	SAMD4A	ENSSSCG00000023408	SAMD4A	Boreoeutheria
ENSG00000179134	SAMD4B	ENSSSCG00000010706	SAMD4B	Boreoeutheria
ENSG00000203727	SAMD5	ENSSSCG00000048240	SAMD5	Boreoeutheria
ENSG00000187033	SAMD7	ENSSSCG00000028497	SAMD7	Boreoeutheria
ENSG00000156671	SAMD8	ENSSSCG00000010319	SAMD8	Boreoeutheria
ENSG00000205413	SAMD9	ENSSSCG00000027372	SAMD9	Boreoeutheria
ENSG00000101347	SAMHD1	ENSSSCG00000027806	SAMHD1	Boreoeutheria
ENSG00000100347	SAMM50	ENSSSCG00000028346	SAMM50	Boreoeutheria
ENSG00000155307	SAMSN1	ENSSSCG00000038062	SAMSN1	Boreoeutheria
ENSG00000162929	SANBR	ENSSSCG00000008386	SANBR	Boreoeutheria
ENSG00000136715	SAP130	ENSSSCG00000015859	SAP130	Boreoeutheria
ENSG00000150459	SAP18	ENSSSCG00000028865	SAP18	Boreoeutheria
ENSG00000205307	SAP25	ENSSSCG00000046279	SAP25	Boreoeutheria
ENSG00000164105	SAP30	ENSSSCG00000030118	SAP30	Eutheria
ENSG00000161526	SAP30BP	ENSSSCG00000017205	SAP30BP	Boreoeutheria
ENSG00000164576	SAP30L	ENSSSCG00000033176	SAP30L	Eutheria
ENSG00000228727	SAPCD1	ENSSSCG00000061053	SAPCD1	Boreoeutheria
ENSG00000186193	SAPCD2	ENSSSCG00000032279	SAPCD2	Eutheria
ENSG00000079332	SAR1A	ENSSSCG00000010260	SAR1A	Boreoeutheria
ENSG00000152700	SAR1B	ENSSSCG00000014305	SAR1B	Boreoeutheria
ENSG00000133872	SARAF	ENSSSCG00000033402	SARAF	Boreoeutheria
ENSG00000123453	SARDH	ENSSSCG00000005740	SARDH	Boreoeutheria
ENSG00000205323	SARNP	ENSSSCG00000000364	SARNP	Eutheria
ENSG00000031698	SARS1	ENSSSCG00000006835	SARS1	Eutheria
ENSG00000104835	SARS2	ENSSSCG00000002972	SARS2	Boreoeutheria
ENSG00000175467	SART1	ENSSSCG00000012963	SART1	Boreoeutheria
ENSG00000075856	SART3	ENSSSCG00000009946	SART3	Boreoeutheria
ENSG00000111961	SASH1	ENSSSCG00000033175	SASH1	Boreoeutheria
ENSG00000122122	SASH3	ENSSSCG00000012652	SASH3	Boreoeutheria
ENSG00000156876	SASS6	ENSSSCG00000028821	SASS6	Boreoeutheria
ENSG00000130066	SAT1	ENSSSCG00000012173	SAT1	Eutheria
ENSG00000141504	SAT2	ENSSSCG00000017952	SAT2	Boreoeutheria
ENSG00000182568	SATB1	ENSSSCG00000011201	SATB1	Eutheria
ENSG00000119042	SATB2	ENSSSCG00000021657	SATB2	Boreoeutheria
ENSG00000184788	SATL1	ENSSSCG00000038238	ENSSSCG00000038238	Eutheria
ENSG00000151748	SAV1	ENSSSCG00000005021	SAV1	Boreoeutheria
ENSG00000155875	SAXO1	ENSSSCG00000040408	SAXO1	Boreoeutheria
ENSG00000188659	SAXO2	ENSSSCG00000031963	SAXO2	Boreoeutheria
ENSG00000112167	SAYSD1	ENSSSCG00000056995	SAYSD1	Boreoeutheria
ENSG00000126524	SBDS	ENSSSCG00000007732	SBDS	Boreoeutheria
ENSG00000100241	SBF1	ENSSSCG00000000968	SBF1	Boreoeutheria
ENSG00000133812	SBF2	ENSSSCG00000013409	SBF2	Boreoeutheria
ENSG00000188322	SBK1	ENSSSCG00000060929	SBK1	Eutheria
ENSG00000187550	SBK2	ENSSSCG00000033532	SBK2	Boreoeutheria
ENSG00000139697	SBNO1	ENSSSCG00000009776	SBNO1	Eutheria
ENSG00000064932	SBNO2	ENSSSCG00000030042	SBNO2	Boreoeutheria
ENSG00000189001	SBSN	ENSSSCG00000033702	SBSN	Boreoeutheria
ENSG00000164764	SBSPON	ENSSSCG00000006183	SBSPON	Eutheria
ENSG00000109929	SC5D	ENSSSCG00000028517	SC5D	Eutheria
ENSG00000126461	SCAF1	ENSSSCG00000038807	SCAF1	Boreoeutheria
ENSG00000139218	SCAF11	ENSSSCG00000000806	SCAF11	Boreoeutheria
ENSG00000156304	SCAF4	ENSSSCG00000021023	SCAF4	Boreoeutheria
ENSG00000213079	SCAF8	ENSSSCG00000004070	SCAF8	Boreoeutheria
ENSG00000173611	SCAI	ENSSSCG00000005598	SCAI	Boreoeutheria
ENSG00000085365	SCAMP1	ENSSSCG00000034795	SCAMP1	Boreoeutheria
ENSG00000140497	SCAMP2	ENSSSCG00000001892	SCAMP2	Boreoeutheria
ENSG00000116521	SCAMP3	ENSSSCG00000006520	SCAMP3	Boreoeutheria
ENSG00000227500	SCAMP4	ENSSSCG00000013446	SCAMP4	Boreoeutheria
ENSG00000198794	SCAMP5	ENSSSCG00000001887	SCAMP5	Eutheria
ENSG00000171222	SCAND1	ENSSSCG00000007312	SCAND1	Boreoeutheria
ENSG00000232040	SCAND3	ENSSSCG00000001216	SCAND3	Boreoeutheria
ENSG00000114650	SCAP	ENSSSCG00000026281	SCAP	Boreoeutheria
ENSG00000140386	SCAPER	ENSSSCG00000001865	SCAPER	Boreoeutheria
ENSG00000168077	SCARA3	ENSSSCG00000020846	SCARA3	Boreoeutheria
ENSG00000168079	SCARA5	ENSSSCG00000009672	ENSSSCG00000009672	Boreoeutheria
ENSG00000073060	SCARB1	ENSSSCG00000009759	SCARB1	Boreoeutheria
ENSG00000138760	SCARB2	ENSSSCG00000008980	SCARB2	Boreoeutheria
ENSG00000074660	SCARF1	ENSSSCG00000024071	SCARF1	Boreoeutheria
ENSG00000244486	SCARF2	ENSSSCG00000010109	SCARF2	Boreoeutheria
ENSG00000252947	SCARNA1	ENSSSCG00000023906	SCARNA1	Eutheria
ENSG00000239002	SCARNA10	ENSSSCG00000040520	SCARNA10	Eutheria
ENSG00000251898	SCARNA11	ENSSSCG00000020372	SCARNA11	Eutheria
ENSG00000238795	SCARNA12	ENSSSCG00000026919	SCARNA12	Eutheria
ENSG00000252481	SCARNA13	ENSSSCG00000020462	SCARNA13	Eutheria
ENSG00000252712	SCARNA14	ENSSSCG00000020093	SCARNA14	Eutheria
ENSG00000277864	SCARNA15	ENSSSCG00000020586	SCARNA15	Eutheria
ENSG00000275143	SCARNA16	ENSSSCG00000020578	SCARNA16	Eutheria
ENSG00000238835	SCARNA18	ENSSSCG00000018205	SCARNA18	Eutheria
ENSG00000278249	SCARNA2	ENSSSCG00000018682	SCARNA2	Eutheria
ENSG00000252906	SCARNA3	ENSSSCG00000034100	SCARNA3	Eutheria
ENSG00000238741	SCARNA7	ENSSSCG00000038447	SCARNA7	Eutheria
ENSG00000251733	SCARNA8	ENSSSCG00000020562	SCARNA8	Eutheria
ENSG00000214279	SCART1	ENSSSCG00000010787	SCART1	Boreoeutheria
ENSG00000143653	SCCPDH	ENSSSCG00000010866	SCCPDH	Boreoeutheria
ENSG00000099194	SCD	ENSSSCG00000010554	SCD	Eutheria
ENSG00000145284	SCD5	ENSSSCG00000009245	SCD5	Boreoeutheria
ENSG00000136155	SCEL	ENSSSCG00000009474	SCEL	Boreoeutheria
ENSG00000092108	SCFD1	ENSSSCG00000001973	SCFD1	Boreoeutheria
ENSG00000184178	SCFD2	ENSSSCG00000008836	SCFD2	Boreoeutheria
ENSG00000171951	SCG2	ENSSSCG00000023032	SCG2	Boreoeutheria
ENSG00000104112	SCG3	ENSSSCG00000004630	SCG3	Boreoeutheria
ENSG00000166922	SCG5	ENSSSCG00000004807	SCG5	Boreoeutheria
ENSG00000149021	SCGB1A1	ENSSSCG00000013060	SCGB1A1	Boreoeutheria
ENSG00000161055	SCGB3A1	ENSSSCG00000014008	SCGB3A1	Boreoeutheria
ENSG00000164265	SCGB3A2	ENSSSCG00000024111	SCGB3A2	Boreoeutheria
ENSG00000079689	SCGN	ENSSSCG00000001101	SCGN	Boreoeutheria
ENSG00000151967	SCHIP1	ENSSSCG00000011729	ENSSSCG00000011729	Boreoeutheria
ENSG00000161929	SCIMP	ENSSSCG00000017896	SCIMP	Boreoeutheria
ENSG00000006747	SCIN	ENSSSCG00000015353	SCIN	Boreoeutheria
ENSG00000151466	SCLT1	ENSSSCG00000029943	SCLT1	Boreoeutheria
ENSG00000132330	SCLY	ENSSSCG00000016334	SCLY	Boreoeutheria
ENSG00000010803	SCMH1	ENSSSCG00000003971	SCMH1	Eutheria
ENSG00000102098	SCML2	ENSSSCG00000012155	SCML2	Boreoeutheria
ENSG00000146285	SCML4	ENSSSCG00000033392	SCML4	Boreoeutheria
ENSG00000185313	SCN10A	ENSSSCG00000011260	SCN10A	Eutheria
ENSG00000168356	SCN11A	ENSSSCG00000029419	SCN11A	Boreoeutheria
ENSG00000144285	SCN1A	ENSSSCG00000024204	SCN1A	Boreoeutheria
ENSG00000105711	SCN1B	ENSSSCG00000023267	SCN1B	Boreoeutheria
ENSG00000136531	SCN2A	ENSSSCG00000015905	SCN2A	Boreoeutheria
ENSG00000149575	SCN2B	ENSSSCG00000021651	SCN2B	Eutheria
ENSG00000153253	SCN3A	ENSSSCG00000015911	SCN3A	Boreoeutheria
ENSG00000166257	SCN3B	ENSSSCG00000053283	SCN3B	Boreoeutheria
ENSG00000007314	SCN4A	ENSSSCG00000017282	SCN4A	Eutheria
ENSG00000177098	SCN4B	ENSSSCG00000029199	ENSSSCG00000029199	Eutheria
ENSG00000183873	SCN5A	ENSSSCG00000011259	SCN5A	Boreoeutheria
ENSG00000136546	SCN7A	ENSSSCG00000015914	SCN7A	Boreoeutheria
ENSG00000196876	SCN8A	ENSSSCG00000000228	SCN8A	Eutheria
ENSG00000169432	SCN9A	ENSSSCG00000015913	SCN9A	Boreoeutheria
ENSG00000163156	SCNM1	ENSSSCG00000006632	SCNM1	Boreoeutheria
ENSG00000111319	SCNN1A	ENSSSCG00000000707	SCNN1A	Boreoeutheria
ENSG00000168447	SCNN1B	ENSSSCG00000028923	SCNN1B	Boreoeutheria
ENSG00000162572	SCNN1D	ENSSSCG00000027991	ENSSSCG00000027991	Boreoeutheria
ENSG00000166828	SCNN1G	ENSSSCG00000007836	SCNN1G	Eutheria
ENSG00000133028	SCO1	ENSSSCG00000018008	SCO1	Boreoeutheria
ENSG00000284194	SCO2	ENSSSCG00000031420	SCO2	Boreoeutheria
ENSG00000153130	SCOC	ENSSSCG00000038550	SCOC	Eutheria
ENSG00000132631	SCP2D1	ENSSSCG00000007099	SCP2D1	Boreoeutheria
ENSG00000121064	SCPEP1	ENSSSCG00000017617	SCPEP1	Boreoeutheria
ENSG00000164106	SCRG1	ENSSSCG00000032048	SCRG1	Boreoeutheria
ENSG00000180900	SCRIB	ENSSSCG00000039466	SCRIB	Boreoeutheria
ENSG00000136193	SCRN1	ENSSSCG00000016684	SCRN1	Eutheria
ENSG00000141295	SCRN2	ENSSSCG00000017521	SCRN2	Eutheria
ENSG00000144306	SCRN3	ENSSSCG00000023297	SCRN3	Boreoeutheria
ENSG00000261678	SCRT1	ENSSSCG00000025879	SCRT1	Boreoeutheria
ENSG00000215397	SCRT2	ENSSSCG00000039028	SCRT2	Boreoeutheria
ENSG00000070031	SCT	ENSSSCG00000040951	SCT	Boreoeutheria
ENSG00000080293	SCTR	ENSSSCG00000029536	SCTR	Boreoeutheria
ENSG00000159307	SCUBE1	ENSSSCG00000000029	SCUBE1	Boreoeutheria
ENSG00000175356	SCUBE2	ENSSSCG00000014575	ENSSSCG00000014575	Eutheria
ENSG00000146197	SCUBE3	ENSSSCG00000001536	SCUBE3	Boreoeutheria
ENSG00000260428	SCX	ENSSSCG00000034551	SCX	Boreoeutheria
ENSG00000284631	SCYGR4	ENSSSCG00000050586	SCYGR4	Boreoeutheria
ENSG00000284667	SCYGR5	ENSSSCG00000045791	SCYGR5	Boreoeutheria
ENSG00000284725	SCYGR6	ENSSSCG00000046883	SCYGR6	Boreoeutheria
ENSG00000284635	SCYGR8	ENSSSCG00000046567	SCYGR8	Boreoeutheria
ENSG00000142186	SCYL1	ENSSSCG00000012984	SCYL1	Boreoeutheria
ENSG00000136021	SCYL2	ENSSSCG00000000877	SCYL2	Boreoeutheria
ENSG00000000457	SCYL3	ENSSSCG00000006283	SCYL3	Boreoeutheria
ENSG00000198301	SDAD1	ENSSSCG00000008974	SDAD1	Boreoeutheria
ENSG00000115884	SDC1	ENSSSCG00000008601	SDC1	Boreoeutheria
ENSG00000169439	SDC2	ENSSSCG00000006088	SDC2	Boreoeutheria
ENSG00000162512	SDC3	ENSSSCG00000003592	SDC3	Eutheria
ENSG00000124145	SDC4	ENSSSCG00000038594	ENSSSCG00000038594	Boreoeutheria
ENSG00000137575	SDCBP	ENSSSCG00000006237	SDCBP	Eutheria
ENSG00000125775	SDCBP2	ENSSSCG00000007189	SDCBP2	Boreoeutheria
ENSG00000054282	SDCCAG8	ENSSSCG00000035136	SDCCAG8	Boreoeutheria
ENSG00000143751	SDE2	ENSSSCG00000010858	SDE2	Boreoeutheria
ENSG00000132581	SDF2	ENSSSCG00000017772	SDF2	Eutheria
ENSG00000128228	SDF2L1	ENSSSCG00000054186	SDF2L1	Boreoeutheria
ENSG00000078808	SDF4	ENSSSCG00000003332	SDF4	Boreoeutheria
ENSG00000073578	SDHA	ENSSSCG00000020686	SDHA	Boreoeutheria
ENSG00000205138	SDHAF1	ENSSSCG00000056787	SDHAF1	Boreoeutheria
ENSG00000167985	SDHAF2	ENSSSCG00000013082	SDHAF2	Eutheria
ENSG00000154079	SDHAF4	ENSSSCG00000051834	SDHAF4	Boreoeutheria
ENSG00000117118	SDHB	ENSSSCG00000020926	SDHB	Boreoeutheria
ENSG00000143252	SDHC	ENSSSCG00000030318	SDHC	Amniota
ENSG00000146555	SDK1	ENSSSCG00000007574	SDK1	Eutheria
ENSG00000069188	SDK2	ENSSSCG00000046071	ENSSSCG00000046071	Eutheria
ENSG00000170786	SDR16C5	ENSSSCG00000006245	SDR16C5	Boreoeutheria
ENSG00000100445	SDR39U1	ENSSSCG00000001983	SDR39U1	Eutheria
ENSG00000184860	SDR42E1	ENSSSCG00000035182	SDR42E1	Boreoeutheria
ENSG00000183921	SDR42E2	ENSSSCG00000007842	SDR42E2	Boreoeutheria
ENSG00000170426	SDR9C7	ENSSSCG00000000415	SDR9C7	Boreoeutheria
ENSG00000135094	SDS	ENSSSCG00000036865	SDS	Eutheria
ENSG00000139410	SDSL	ENSSSCG00000009870	SDSL	Eutheria
ENSG00000274529	SEBOX	ENSSSCG00000025748	SEBOX	Boreoeutheria
ENSG00000140612	SEC11A	ENSSSCG00000029183	SEC11A	Boreoeutheria
ENSG00000166562	SEC11C	ENSSSCG00000004912	SEC11C	Boreoeutheria
ENSG00000157020	SEC13	ENSSSCG00000011572	SEC13	Eutheria
ENSG00000129657	SEC14L1	ENSSSCG00000017169	SEC14L1	Eutheria
ENSG00000100003	SEC14L2	ENSSSCG00000010006	SEC14L2	Boreoeutheria
ENSG00000100012	SEC14L3	ENSSSCG00000060999	SEC14L3	Boreoeutheria
ENSG00000133488	SEC14L4	ENSSSCG00000038709	SEC14L4	Boreoeutheria
ENSG00000103184	SEC14L5	ENSSSCG00000007926	SEC14L5	Boreoeutheria
ENSG00000148396	SEC16A	ENSSSCG00000034854	SEC16A	Boreoeutheria
ENSG00000120341	SEC16B	ENSSSCG00000039332	SEC16B	Boreoeutheria
ENSG00000121542	SEC22A	ENSSSCG00000024904	SEC22A	Boreoeutheria
ENSG00000265808	SEC22B	ENSSSCG00000020964	SEC22B	Boreoeutheria
ENSG00000093183	SEC22C	ENSSSCG00000034200	SEC22C	Eutheria
ENSG00000101310	SEC23B	ENSSSCG00000007097	SEC23B	Boreoeutheria
ENSG00000107651	SEC23IP	ENSSSCG00000010690	SEC23IP	Boreoeutheria
ENSG00000113615	SEC24A	ENSSSCG00000014304	SEC24A	Boreoeutheria
ENSG00000138802	SEC24B	ENSSSCG00000009142	SEC24B	Boreoeutheria
ENSG00000176986	SEC24C	ENSSSCG00000010306	SEC24C	Eutheria
ENSG00000150961	SEC24D	ENSSSCG00000009112	SEC24D	Boreoeutheria
ENSG00000138674	SEC31A	ENSSSCG00000009244	SEC31A	Eutheria
ENSG00000075826	SEC31B	ENSSSCG00000006165	SEC31B	Boreoeutheria
ENSG00000058262	SEC61A1	ENSSSCG00000011621	SEC61A1	Boreoeutheria
ENSG00000065665	SEC61A2	ENSSSCG00000011114	SEC61A2	Mammalia
ENSG00000106803	SEC61B	ENSSSCG00000038914	SEC61B	Eutheria
ENSG00000132432	SEC61G	ENSSSCG00000054202	SEC61G	Eutheria
ENSG00000008952	SEC62	ENSSSCG00000029608	SEC62	Eutheria
ENSG00000025796	SEC63	ENSSSCG00000004382	SEC63	Boreoeutheria
ENSG00000187742	SECISBP2	ENSSSCG00000028033	SECISBP2	Boreoeutheria
ENSG00000138593	SECISBP2L	ENSSSCG00000004653	SECISBP2L	Boreoeutheria
ENSG00000141574	SECTM1	ENSSSCG00000039807	ENSSSCG00000039807	Boreoeutheria
ENSG00000085415	SEH1L	ENSSSCG00000003673	SEH1L	Boreoeutheria
ENSG00000071537	SEL1L	ENSSSCG00000002414	SEL1L	Boreoeutheria
ENSG00000101251	SEL1L2	ENSSSCG00000007078	SEL1L2	Boreoeutheria
ENSG00000091490	SEL1L3	ENSSSCG00000022446	SEL1L3	Boreoeutheria
ENSG00000143416	SELENBP1	ENSSSCG00000006624	SELENBP1	Boreoeutheria
ENSG00000183291	SELENOF	ENSSSCG00000030125	SELENOF	Eutheria
ENSG00000138018	SELENOI	ENSSSCG00000030643	SELENOI	Boreoeutheria
ENSG00000113811	SELENOK	ENSSSCG00000060858	SELENOK	Eutheria
ENSG00000198832	SELENOM	ENSSSCG00000029781	SELENOM	Boreoeutheria
ENSG00000162430	SELENON	ENSSSCG00000003554	SELENON	Boreoeutheria
ENSG00000073169	SELENOO	ENSSSCG00000000973	SELENOO	Boreoeutheria
ENSG00000131871	SELENOS	ENSSSCG00000004826	SELENOS	Eutheria
ENSG00000198843	SELENOT	ENSSSCG00000053786	SELENOT	Boreoeutheria
ENSG00000186838	SELENOV	ENSSSCG00000002986	SELENOV	Boreoeutheria
ENSG00000178980	SELENOW	ENSSSCG00000034313	SELENOW	Eutheria
ENSG00000188404	SELL	ENSSSCG00000006287	SELL	Eutheria
ENSG00000174175	SELP	ENSSSCG00000006288	SELP	Boreoeutheria
ENSG00000075213	SEMA3A	ENSSSCG00000015398	SEMA3A	Boreoeutheria
ENSG00000012171	SEMA3B	ENSSSCG00000011400	SEMA3B	Boreoeutheria
ENSG00000075223	SEMA3C	ENSSSCG00000023784	SEMA3C	Boreoeutheria
ENSG00000153993	SEMA3D	ENSSSCG00000015396	SEMA3D	Eutheria
ENSG00000170381	SEMA3E	ENSSSCG00000015399	SEMA3E	Boreoeutheria
ENSG00000001617	SEMA3F	ENSSSCG00000011398	SEMA3F	Boreoeutheria
ENSG00000010319	SEMA3G	ENSSSCG00000011440	SEMA3G	Boreoeutheria
ENSG00000196189	SEMA4A	ENSSSCG00000006495	SEMA4A	Boreoeutheria
ENSG00000185033	SEMA4B	ENSSSCG00000031719	SEMA4B	Eutheria
ENSG00000168758	SEMA4C	ENSSSCG00000008197	SEMA4C	Eutheria
ENSG00000187764	SEMA4D	ENSSSCG00000009584	SEMA4D	Boreoeutheria
ENSG00000135622	SEMA4F	ENSSSCG00000008262	SEMA4F	Boreoeutheria
ENSG00000095539	SEMA4G	ENSSSCG00000029533	SEMA4G	Boreoeutheria
ENSG00000112902	SEMA5A	ENSSSCG00000017095	SEMA5A	Boreoeutheria
ENSG00000082684	SEMA5B	ENSSSCG00000011872	SEMA5B	Boreoeutheria
ENSG00000092421	SEMA6A	ENSSSCG00000014224	SEMA6A	Boreoeutheria
ENSG00000167680	SEMA6B	ENSSSCG00000035176	SEMA6B	Boreoeutheria
ENSG00000143434	SEMA6C	ENSSSCG00000006635	SEMA6C	Boreoeutheria
ENSG00000137872	SEMA6D	ENSSSCG00000004663	SEMA6D	Boreoeutheria
ENSG00000138623	SEMA7A	ENSSSCG00000023165	SEMA7A	Boreoeutheria
ENSG00000079387	SENP1	ENSSSCG00000000816	SENP1	Boreoeutheria
ENSG00000163904	SENP2	ENSSSCG00000011794	SENP2	Boreoeutheria
ENSG00000161956	SENP3	ENSSSCG00000032469	SENP3	Boreoeutheria
ENSG00000119231	SENP5	ENSSSCG00000011841	SENP5	Boreoeutheria
ENSG00000112701	SENP6	ENSSSCG00000020702	SENP6	Boreoeutheria
ENSG00000138468	SENP7	ENSSSCG00000021791	SENP7	Boreoeutheria
ENSG00000166192	SENP8	ENSSSCG00000025616	SENP8	Boreoeutheria
ENSG00000086475	SEPHS1	ENSSSCG00000031659	SEPHS1	Boreoeutheria
ENSG00000109618	SEPSECS	ENSSSCG00000025315	SEPSECS	Eutheria
ENSG00000180096	SEPTIN1	ENSSSCG00000007800	SEPTIN1	Boreoeutheria
ENSG00000186522	SEPTIN10	ENSSSCG00000023050	SEPTIN10	Boreoeutheria
ENSG00000138758	SEPTIN11	ENSSSCG00000008986	SEPTIN11	Boreoeutheria
ENSG00000140623	SEPTIN12	ENSSSCG00000007933	SEPTIN12	Boreoeutheria
ENSG00000154997	SEPTIN14	ENSSSCG00000007751	SEPTIN14	Boreoeutheria
ENSG00000168385	SEPTIN2	ENSSSCG00000016370	SEPTIN2	Boreoeutheria
ENSG00000100167	SEPTIN3	ENSSSCG00000000040	SEPTIN3	Boreoeutheria
ENSG00000184702	SEPTIN5	ENSSSCG00000010128	SEPTIN5	Boreoeutheria
ENSG00000125354	SEPTIN6	ENSSSCG00000012619	SEPTIN6	Eutheria
ENSG00000122545	SEPTIN7	ENSSSCG00000016661	SEPTIN7	Eutheria
